rank	source	target	interaction	pearson_r	abs_r	correlation_sign	source_degree	target_degree	core_score	source_annotation	target_annotation
655	Lchi31297	Lchi17443	positive_coexpression	0.96629483	0.96629483	positive	1002	181	411.51228430	trihelix transcription factor ASIL2	plant/F18G18-20 protein
656	Lchi00158	Lchi00354	positive_coexpression	0.97775227	0.97775227	positive	1018	174	411.50711257	transcription factor bHLH147	stress-related protein-like
657	Lchi08779	Lchi00354	positive_coexpression	0.97436368	0.97436368	positive	1025	174	411.48844456	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	stress-related protein-like
658	Lchi22877	Lchi15600	positive_coexpression	0.98394680	0.98394680	positive	1041	168	411.48274018	transcription factor AS1	actin-101
659	Lchi18004	Lchi05513	positive_coexpression	0.97755921	0.97755921	positive	1001	177	411.47811691	transcription factor bHLH13-like isoform X2	methyl-CpG-binding domain-containing protein 11-like isoform X1
660	Lchi20729	Lchi16689	positive_coexpression	0.98988301	0.98988301	positive	993	174	411.46520789	transcription factor PIF4-like isoform X2	xyloglucan endotransglucosylase protein 2-like
661	Lchi18250	Lchi28090	positive_coexpression	0.96443629	0.96443629	positive	1077	169	411.45727706	transcription factor bHLH93	protein P21-like protein
662	Lchi15589	Lchi25757	positive_coexpression	0.97472835	0.97472835	positive	1067	167	411.45660943	trihelix transcription factor GTL1 isoform X1	cytochrome P450 71A1-like
663	Lchi08779	Lchi25757	positive_coexpression	0.99439090	0.99439090	positive	1025	167	411.41233589	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	cytochrome P450 71A1-like
664	Lchi08814	Lchi18724	positive_coexpression	0.96830428	0.96830428	positive	1014	178	411.37777996	heat stress transcription factor C-1b-like	protein DETOXIFICATION 33-like
665	Lchi24373	Lchi16235	positive_coexpression	0.97773057	0.97773057	positive	978	181	411.36554082	protein YABBY 4-like	beta-glucosidase 44-like
666	Lchi02953	Lchi04815	positive_coexpression	0.97895634	0.97895634	positive	1070	165	411.33643929	homeobox-leucine zipper protein ATHB-13-like isoform X1	protein UNUSUAL FLORAL ORGANS-like
667	Lchi07566	Lchi03659	positive_coexpression	0.98699552	0.98699552	positive	1059	164	411.32498020	LOB domain-containing protein 25-like isoform X3	probable xyloglucan glycosyltransferase 5
668	Lchi05992	Lchi11642	positive_coexpression	0.95943367	0.95943367	positive	1021	180	411.30508519	ethylene-responsive transcription factor 2-like	arogenate dehydrogenase 2, chloroplastic-like
669	Lchi15176	Lchi05990	positive_coexpression	0.98268825	0.98268825	positive	1001	175	411.29348129	transcription factor EGL1-like isoform X1	oleosin Cor a 13-like
670	Lchi08487	Lchi01385	negative_coexpression	-0.99012792	0.99012792	negative	1021	169	411.28941296	WUSCHEL-related homeobox 9	abscisic acid receptor PYR1-like
671	Lchi13371	Lchi13097	positive_coexpression	0.98382264	0.98382264	positive	1040	168	411.23315621	ethylene-responsive transcription factor 4-like	glycosylinositol phosphorylceramide mannosyl transferase 1-like
672	Lchi05992	Lchi07558	positive_coexpression	0.98412931	0.98412931	positive	1021	171	411.20945575	ethylene-responsive transcription factor 2-like	leucine-rich repeat receptor-like serine/threonine-protein kinase RGI4
673	Lchi02551	Lchi11589	positive_coexpression	0.97456527	0.97456527	positive	1035	172	411.19263662	transcription factor bHLH62-like isoform X1	ribonuclease 3-like
674	Lchi06007	Lchi13511	positive_coexpression	0.98406005	0.98406005	positive	1027	170	411.17933853	homeobox-leucine zipper protein HAT2-like	auxin-induced protein 22B-like
675	Lchi31297	Lchi17168	positive_coexpression	0.97631633	0.97631633	positive	1002	177	411.16017988	trihelix transcription factor ASIL2	thiamine thiazole synthase 2, chloroplastic-like
676	Lchi20729	Lchi02750	positive_coexpression	0.98067433	0.98067433	positive	993	177	411.13652880	transcription factor PIF4-like isoform X2	LRR receptor-like serine/threonine-protein kinase ERECTA
677	Lchi31297	Lchi16615	positive_coexpression	0.98747844	0.98747844	positive	1002	173	411.13508017	trihelix transcription factor ASIL2	germin-like protein 5-1
678	Lchi18250	Lchi09003	positive_coexpression	0.94432133	0.94432133	positive	1077	176	411.13455991	transcription factor bHLH93	allene oxide synthase 1, chloroplastic-like
679	Lchi23901	Lchi22888	negative_coexpression	-0.96313983	0.96313983	negative	1111	164	411.11970844	B-box zinc finger protein 20-like	metallothionein-like protein type 2
680	Lchi08814	Lchi16235	positive_coexpression	0.95964301	0.95964301	positive	1014	181	411.11939843	heat stress transcription factor C-1b-like	beta-glucosidase 44-like
681	Lchi22877	Lchi02750	positive_coexpression	0.95769542	0.95769542	positive	1041	177	411.09236263	transcription factor AS1	LRR receptor-like serine/threonine-protein kinase ERECTA
682	Lchi25021	Lchi26693	positive_coexpression	0.98202533	0.98202533	positive	990	177	411.08054198	heat stress transcription factor A-2b-like	zinc-finger homeodomain protein 1-like
683	Lchi00158	Lchi02035	positive_coexpression	0.98805267	0.98805267	positive	1018	170	411.03466095	transcription factor bHLH147	amino acid permease 3-like
684	Lchi09693	Lchi11647	positive_coexpression	0.98082876	0.98082876	positive	1033	170	411.02459800	homeobox-leucine zipper protein ATHB-6-like	ketol-acid reductoisomerase, chloroplastic-like
685	Lchi05992	Lchi11589	positive_coexpression	0.98081738	0.98081738	positive	1021	172	411.02216964	ethylene-responsive transcription factor 2-like	ribonuclease 3-like
686	Lchi08487	Lchi17317	negative_coexpression	-0.98945147	0.98945147	negative	1021	169	411.00842227	WUSCHEL-related homeobox 9	probable protein phosphatase 2C 52 isoform X1
687	Lchi02953	Lchi11837	positive_coexpression	0.96938503	0.96938503	positive	1070	168	411.00096203	homeobox-leucine zipper protein ATHB-13-like isoform X1	alpha-mannosidase At3g26720-like
688	Lchi05992	Lchi04752	positive_coexpression	0.98640019	0.98640019	positive	1021	170	410.95141388	ethylene-responsive transcription factor 2-like	ABC transporter-like protein
689	Lchi18250	Lchi04815	positive_coexpression	0.97480112	0.97480112	positive	1077	165	410.92810297	transcription factor bHLH93	protein UNUSUAL FLORAL ORGANS-like
690	Lchi06972	Lchi12819	positive_coexpression	0.98790354	0.98790354	positive	1055	164	410.92512459	transcription factor bHLH149-like	E3 ubiquitin-protein ligase RDUF1-like
691	Lchi02953	Lchi02176	positive_coexpression	0.99308848	0.99308848	positive	1070	160	410.90348456	homeobox-leucine zipper protein ATHB-13-like isoform X1	beta-1,3-galactosyltransferase 7-like
692	Lchi07566	Lchi25294	positive_coexpression	0.97707355	0.97707355	positive	1059	167	410.89747495	LOB domain-containing protein 25-like isoform X3	subtilisin-like protease SBT1.8
693	Lchi07566	Lchi01501	negative_coexpression	-0.98897517	0.98897517	negative	1059	163	410.89151232	LOB domain-containing protein 25-like isoform X3	proteasome subunit beta type-7-B
694	Lchi20729	Lchi16452	positive_coexpression	0.98283178	0.98283178	positive	993	176	410.87540877	transcription factor PIF4-like isoform X2	protein AUXIN SIGNALING F-BOX 2-like
695	Lchi05992	Lchi08727	positive_coexpression	0.96650082	0.96650082	positive	1021	177	410.86744468	ethylene-responsive transcription factor 2-like	LAX3-1
696	Lchi13371	Lchi02104	negative_coexpression	-0.97141939	0.97141939	negative	1040	172	410.85413387	ethylene-responsive transcription factor 4-like	bidirectional sugar transporter SWEET1
697	Lchi00158	Lchi27397	positive_coexpression	0.99046284	0.99046284	positive	1018	169	410.82364140	transcription factor bHLH147	p-coumarate 3-hydroxylase-like
698	Lchi02551	Lchi04752	positive_coexpression	0.97939068	0.97939068	positive	1035	170	410.81907698	transcription factor bHLH62-like isoform X1	ABC transporter-like protein
699	Lchi25021	Lchi31555	negative_coexpression	-0.99266464	0.99266464	negative	990	173	410.81207553	heat stress transcription factor A-2b-like	protein CHUP1, chloroplastic-like isoform X1
700	Lchi24373	Lchi25188	positive_coexpression	0.98738176	0.98738176	positive	978	177	410.81014572	protein YABBY 4-like	villin-1 isoform X1
701	Lchi02551	Lchi27397	positive_coexpression	0.98225719	0.98225719	positive	1035	169	410.80785934	transcription factor bHLH62-like isoform X1	p-coumarate 3-hydroxylase-like
702	Lchi13371	Lchi11589	positive_coexpression	0.97127390	0.97127390	positive	1040	172	410.79260003	ethylene-responsive transcription factor 4-like	ribonuclease 3-like
703	Lchi01043	Lchi27946	positive_coexpression	0.99426091	0.99426091	positive	959	178	410.78981749	axial regulator YABBY 5-like	receptor protein kinase CLAVATA1
704	Lchi25021	Lchi25188	positive_coexpression	0.98130280	0.98130280	positive	990	177	410.77808744	heat stress transcription factor A-2b-like	villin-1 isoform X1
705	Lchi13937	Lchi25245	negative_coexpression	-0.97878426	0.97878426	negative	1030	171	410.77465950	B3 domain-containing protein Os03g0212300-like	myosin-binding protein 7-like
706	Lchi00158	Lchi02750	positive_coexpression	0.96770120	0.96770120	positive	1018	177	410.77291674	transcription factor bHLH147	LRR receptor-like serine/threonine-protein kinase ERECTA
707	Lchi07566	Lchi14598	negative_coexpression	-0.97095478	0.97095478	negative	1059	169	410.76207254	LOB domain-containing protein 25-like isoform X3	pentatricopeptide repeat-containing protein At3g02490, mitochondrial-like isoform X2
708	Lchi06007	Lchi14598	negative_coexpression	-0.98593789	0.98593789	negative	1027	169	410.75052874	homeobox-leucine zipper protein HAT2-like	pentatricopeptide repeat-containing protein At3g02490, mitochondrial-like isoform X2
709	Lchi07566	Lchi16999	positive_coexpression	0.97965276	0.97965276	positive	1059	166	410.74680168	LOB domain-containing protein 25-like isoform X3	probable polygalacturonase
710	Lchi06007	Lchi23745	positive_coexpression	0.98876595	0.98876595	positive	1027	168	410.70819156	homeobox-leucine zipper protein HAT2-like	allene oxide cyclase, chloroplastic-like
711	Lchi02953	Lchi17924	positive_coexpression	0.98336810	0.98336810	positive	1070	163	410.67834853	homeobox-leucine zipper protein ATHB-13-like isoform X1	beta-carotene hydroxylase 2, chloroplastic-like
712	Lchi22877	Lchi11647	positive_coexpression	0.97622186	0.97622186	positive	1041	170	410.67508319	transcription factor AS1	ketol-acid reductoisomerase, chloroplastic-like
713	Lchi23901	Lchi12955	positive_coexpression	0.97709614	0.97709614	positive	1111	159	410.66991587	B-box zinc finger protein 20-like	beta-glucosidase 46-like
714	Lchi06972	Lchi02750	positive_coexpression	0.95033658	0.95033658	positive	1055	177	410.66747626	transcription factor bHLH149-like	LRR receptor-like serine/threonine-protein kinase ERECTA
715	Lchi01491	Lchi01554	positive_coexpression	0.99578232	0.99578232	positive	983	173	410.64280861	scarecrow-like protein 27	aquaporin TIP3-1-like
716	Lchi24373	Lchi17443	positive_coexpression	0.97600085	0.97600085	positive	978	181	410.63778696	protein YABBY 4-like	plant/F18G18-20 protein
717	Lchi18250	Lchi26693	positive_coexpression	0.94048065	0.94048065	positive	1077	177	410.62401902	transcription factor bHLH93	zinc-finger homeodomain protein 1-like
718	Lchi13937	Lchi11837	negative_coexpression	-0.98710316	0.98710316	negative	1030	168	410.61593137	B3 domain-containing protein Os03g0212300-like	alpha-mannosidase At3g26720-like
719	Lchi01043	Lchi17443	positive_coexpression	0.98556578	0.98556578	positive	959	181	410.61442944	axial regulator YABBY 5-like	plant/F18G18-20 protein
720	Lchi01491	Lchi17443	positive_coexpression	0.97344398	0.97344398	positive	983	181	410.60762506	scarecrow-like protein 27	plant/F18G18-20 protein
721	Lchi02953	Lchi01238	positive_coexpression	0.97414589	0.97414589	positive	1070	166	410.55366688	homeobox-leucine zipper protein ATHB-13-like isoform X1	WEB family protein At3g02930, chloroplastic-like isoform X1
722	Lchi07566	Lchi11825	positive_coexpression	0.96758062	0.96758062	positive	1059	170	410.54389836	LOB domain-containing protein 25-like isoform X3	nudix hydrolase 12, mitochondrial-like
723	Lchi01491	Lchi16452	positive_coexpression	0.98694175	0.98694175	positive	983	176	410.51082510	scarecrow-like protein 27	protein AUXIN SIGNALING F-BOX 2-like
724	Lchi08487	Lchi11647	negative_coexpression	-0.98525363	0.98525363	negative	1021	170	410.47373711	WUSCHEL-related homeobox 9	ketol-acid reductoisomerase, chloroplastic-like
725	Lchi06007	Lchi18761	positive_coexpression	0.98523891	0.98523891	positive	1027	169	410.45932743	homeobox-leucine zipper protein HAT2-like	deSI-like protein At4g17486
726	Lchi06007	Lchi25487	positive_coexpression	0.97941279	0.97941279	positive	1027	171	410.43940381	homeobox-leucine zipper protein HAT2-like	protein MOTHER of FT and TFL1-like protein
727	Lchi22877	Lchi16999	positive_coexpression	0.98734564	0.98734564	positive	1041	166	410.43900064	transcription factor AS1	probable polygalacturonase
728	Lchi07566	Lchi13097	positive_coexpression	0.97306788	0.97306788	positive	1059	168	410.43629452	LOB domain-containing protein 25-like isoform X3	glycosylinositol phosphorylceramide mannosyl transferase 1-like
729	Lchi31297	Lchi11589	positive_coexpression	0.98866045	0.98866045	positive	1002	172	410.43580998	trihelix transcription factor ASIL2	ribonuclease 3-like
730	Lchi18004	Lchi14169	positive_coexpression	0.98338735	0.98338735	positive	1001	174	410.40843700	transcription factor bHLH13-like isoform X2	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
731	Lchi13371	Lchi16452	positive_coexpression	0.95926982	0.95926982	positive	1040	176	410.40607874	ethylene-responsive transcription factor 4-like	protein AUXIN SIGNALING F-BOX 2-like
732	Lchi05992	Lchi12998	positive_coexpression	0.98505896	0.98505896	positive	1021	170	410.39263421	ethylene-responsive transcription factor 2-like	putative disease resistance protein At5g47280
733	Lchi25021	Lchi09003	positive_coexpression	0.98316103	0.98316103	positive	990	176	410.39171732	heat stress transcription factor A-2b-like	allene oxide synthase 1, chloroplastic-like
734	Lchi02953	Lchi06311	positive_coexpression	0.99182045	0.99182045	positive	1070	160	410.37882039	homeobox-leucine zipper protein ATHB-13-like isoform X1	S-adenosylmethionine synthase 5
735	Lchi13937	Lchi25294	negative_coexpression	-0.98942715	0.98942715	negative	1030	167	410.35588982	B3 domain-containing protein Os03g0212300-like	subtilisin-like protease SBT1.8
736	Lchi08487	Lchi16615	negative_coexpression	-0.97631198	0.97631198	negative	1021	173	410.32175258	WUSCHEL-related homeobox 9	germin-like protein 5-1
737	Lchi07566	Lchi19388	positive_coexpression	0.98159403	0.98159403	positive	1059	165	410.31922005	LOB domain-containing protein 25-like isoform X3	L-type lectin-domain containing receptor kinase VIII.1
738	Lchi06972	Lchi09565	positive_coexpression	0.98642659	0.98642659	positive	1055	164	410.31077730	transcription factor bHLH149-like	CBL-interacting serine/threonine-protein kinase 6
739	Lchi02953	Lchi29887	positive_coexpression	0.99161720	0.99161720	positive	1070	160	410.29472301	homeobox-leucine zipper protein ATHB-13-like isoform X1	geraniol 8-hydroxylase-like
740	Lchi02953	Lchi20704	positive_coexpression	0.98240751	0.98240751	positive	1070	163	410.27718287	homeobox-leucine zipper protein ATHB-13-like isoform X1	alpha-glucosidase-like
741	Lchi08487	Lchi05599	negative_coexpression	-0.96776444	0.96776444	negative	1021	176	410.24081387	WUSCHEL-related homeobox 9	protein kinase PINOID 2
742	Lchi07566	Lchi22140	positive_coexpression	0.97840464	0.97840464	positive	1059	166	410.22349248	LOB domain-containing protein 25-like isoform X3	ABC transporter G family member 8-like
743	Lchi02953	Lchi11397	positive_coexpression	0.99140888	0.99140888	positive	1070	160	410.20852786	homeobox-leucine zipper protein ATHB-13-like isoform X1	lysM domain receptor-like kinase 3
744	Lchi24981	Lchi17168	positive_coexpression	0.98184937	0.98184937	positive	986	177	410.17572694	protein TIFY 6B isoform X2	thiamine thiazole synthase 2, chloroplastic-like
745	Lchi02877	Lchi11642	negative_coexpression	-0.97758156	0.97758156	negative	978	180	410.16507770	protein SHORT ROOT IN SALT MEDIUM 1 isoform X2	arogenate dehydrogenase 2, chloroplastic-like
746	Lchi02551	Lchi05599	positive_coexpression	0.96100366	0.96100366	positive	1035	176	410.15834353	transcription factor bHLH62-like isoform X1	protein kinase PINOID 2
747	Lchi06060	Lchi18724	positive_coexpression	0.96257794	0.96257794	positive	1020	178	410.15309351	squamosa promoter-binding-like protein 7	protein DETOXIFICATION 33-like
748	Lchi13371	Lchi06352	positive_coexpression	0.98122692	0.98122692	positive	1040	168	410.14815767	ethylene-responsive transcription factor 4-like	polygalacturonase At1g48100
749	Lchi01043	Lchi16235	positive_coexpression	0.98442763	0.98442763	positive	959	181	410.14024413	axial regulator YABBY 5-like	beta-glucosidase 44-like
750	Lchi02953	Lchi08166	positive_coexpression	0.98509926	0.98509926	positive	1070	162	410.13741416	homeobox-leucine zipper protein ATHB-13-like isoform X1	protein ENHANCED DISEASE RESISTANCE 2-like isoform X1
751	Lchi13371	Lchi19725	positive_coexpression	0.97253066	0.97253066	positive	1040	171	410.12668399	ethylene-responsive transcription factor 4-like	glucose and ribitol dehydrogenase-like
752	Lchi08487	Lchi31555	positive_coexpression	0.97582847	0.97582847	positive	1021	173	410.11854431	WUSCHEL-related homeobox 9	protein CHUP1, chloroplastic-like isoform X1
753	Lchi09693	Lchi06116	positive_coexpression	0.97291619	0.97291619	positive	1033	172	410.10004281	homeobox-leucine zipper protein ATHB-6-like	probable galactinol--sucrose galactosyltransferase 2 isoform X1
754	Lchi00158	Lchi11589	positive_coexpression	0.98005003	0.98005003	positive	1018	172	410.09677948	transcription factor bHLH147	ribonuclease 3-like
755	Lchi13371	Lchi05990	positive_coexpression	0.96124792	0.96124792	positive	1040	175	410.08237781	ethylene-responsive transcription factor 4-like	oleosin Cor a 13-like
756	Lchi06007	Lchi03719	positive_coexpression	0.98430091	0.98430091	positive	1027	169	410.06854826	homeobox-leucine zipper protein HAT2-like	serine carboxypeptidase II-2-like
757	Lchi02198	Lchi16615	positive_coexpression	0.96955228	0.96955228	positive	1034	173	410.06674689	transcription factor HEC1-like	germin-like protein 5-1
758	Lchi02953	Lchi13511	positive_coexpression	0.96147138	0.96147138	positive	1070	170	410.06500744	homeobox-leucine zipper protein ATHB-13-like isoform X1	auxin-induced protein 22B-like
759	Lchi05992	Lchi27397	positive_coexpression	0.98716307	0.98716307	positive	1021	169	410.05784339	ethylene-responsive transcription factor 2-like	p-coumarate 3-hydroxylase-like
760	Lchi15176	Lchi17921	positive_coexpression	0.98253590	0.98253590	positive	1001	174	410.05309151	transcription factor EGL1-like isoform X1	probable polygalacturonase
761	Lchi08487	Lchi13097	negative_coexpression	-0.99006104	0.99006104	negative	1021	168	410.04307600	WUSCHEL-related homeobox 9	glycosylinositol phosphorylceramide mannosyl transferase 1-like
762	Lchi11320	Lchi25188	positive_coexpression	0.97905058	0.97905058	positive	991	177	410.04223256	transcription factor bHLH63-like	villin-1 isoform X1
763	Lchi05992	Lchi11374	positive_coexpression	0.97846204	0.97846204	positive	1021	172	410.03513884	ethylene-responsive transcription factor 2-like	dehydrin/lea group 2-like protein
764	Lchi00158	Lchi22953	positive_coexpression	0.98272830	0.98272830	positive	1018	171	410.02034523	transcription factor bHLH147	aspartyl protease family protein 2
765	Lchi18004	Lchi09003	positive_coexpression	0.97685164	0.97685164	positive	1001	176	410.01711228	transcription factor bHLH13-like isoform X2	allene oxide synthase 1, chloroplastic-like
766	Lchi02953	Lchi12955	positive_coexpression	0.99404043	0.99404043	positive	1070	159	410.01004760	homeobox-leucine zipper protein ATHB-13-like isoform X1	beta-glucosidase 46-like
767	Lchi25021	Lchi03143	positive_coexpression	0.99068624	0.99068624	positive	990	173	409.99331904	heat stress transcription factor A-2b-like	scopoletin glucosyltransferase-like
768	Lchi06972	Lchi06352	positive_coexpression	0.97382623	0.97382623	positive	1055	168	409.97968627	transcription factor bHLH149-like	polygalacturonase At1g48100
769	Lchi22877	Lchi09565	positive_coexpression	0.99223089	0.99223089	positive	1041	164	409.97750874	transcription factor AS1	CBL-interacting serine/threonine-protein kinase 6
770	Lchi23901	Lchi26947	positive_coexpression	0.97541791	0.97541791	positive	1111	159	409.96456197	B-box zinc finger protein 20-like	alcohol dehydrogenase 1-like isoform X1
771	Lchi22404	Lchi12850	negative_coexpression	-0.92233962	0.92233962	negative	1212	163	409.95480089	nuclear transcription factor Y subunit A-1-like isoform X2	ABA-hypersensitive germination 3
772	Lchi22877	Lchi25487	positive_coexpression	0.97162980	0.97162980	positive	1041	171	409.94372792	transcription factor AS1	protein MOTHER of FT and TFL1-like protein
773	Lchi01491	Lchi09003	positive_coexpression	0.98557460	0.98557460	positive	983	176	409.94216958	scarecrow-like protein 27	allene oxide synthase 1, chloroplastic-like
774	Lchi24981	Lchi28705	positive_coexpression	0.98970550	0.98970550	positive	986	174	409.93883763	protein TIFY 6B isoform X2	oleosin S1-2
775	Lchi15176	Lchi22953	positive_coexpression	0.99082530	0.99082530	positive	1001	171	409.93233977	transcription factor EGL1-like isoform X1	aspartyl protease family protein 2
776	Lchi25021	Lchi05990	positive_coexpression	0.98482007	0.98482007	positive	990	175	409.91471833	heat stress transcription factor A-2b-like	oleosin Cor a 13-like
777	Lchi23901	Lchi13741	positive_coexpression	0.97219878	0.97219878	positive	1111	160	409.89450150	B-box zinc finger protein 20-like	O-fucosyltransferase 7-like isoform X1
778	Lchi07566	Lchi26496	positive_coexpression	0.97177619	0.97177619	positive	1059	168	409.89146464	LOB domain-containing protein 25-like isoform X3	late embryogenisis abundant protein 4
779	Lchi13937	Lchi15600	negative_coexpression	-0.98535210	0.98535210	negative	1030	168	409.88752408	B3 domain-containing protein Os03g0212300-like	actin-101
780	Lchi13371	Lchi25487	positive_coexpression	0.97196311	0.97196311	positive	1040	171	409.88734203	ethylene-responsive transcription factor 4-like	protein MOTHER of FT and TFL1-like protein
781	Lchi05992	Lchi07386	positive_coexpression	0.96685630	0.96685630	positive	1021	176	409.85584819	ethylene-responsive transcription factor 2-like	potassium transporter 2
782	Lchi08487	Lchi16452	negative_coexpression	-0.96683639	0.96683639	negative	1021	176	409.84740823	WUSCHEL-related homeobox 9	protein AUXIN SIGNALING F-BOX 2-like
783	Lchi18250	Lchi09565	positive_coexpression	0.97518873	0.97518873	positive	1077	164	409.84387521	transcription factor bHLH93	CBL-interacting serine/threonine-protein kinase 6
784	Lchi13937	Lchi02035	negative_coexpression	-0.97942507	0.97942507	negative	1030	170	409.83994949	B3 domain-containing protein Os03g0212300-like	amino acid permease 3-like
785	Lchi09693	Lchi13097	positive_coexpression	0.98379004	0.98379004	positive	1033	168	409.83328112	homeobox-leucine zipper protein ATHB-6-like	glycosylinositol phosphorylceramide mannosyl transferase 1-like
786	Lchi08814	Lchi17443	positive_coexpression	0.95661205	0.95661205	positive	1014	181	409.82090885	heat stress transcription factor C-1b-like	plant/F18G18-20 protein
787	Lchi05992	Lchi27946	positive_coexpression	0.96132606	0.96132606	positive	1021	178	409.82041399	ethylene-responsive transcription factor 2-like	receptor protein kinase CLAVATA1
788	Lchi13937	Lchi11647	negative_coexpression	-0.97937268	0.97937268	negative	1030	170	409.81802692	B3 domain-containing protein Os03g0212300-like	ketol-acid reductoisomerase, chloroplastic-like
789	Lchi01491	Lchi05990	positive_coexpression	0.98808050	0.98808050	positive	983	175	409.81524665	scarecrow-like protein 27	oleosin Cor a 13-like
790	Lchi16402	Lchi14169	positive_coexpression	0.97515124	0.97515124	positive	1015	174	409.80723610	transcription factor MYB20-like	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
791	Lchi18004	Lchi19725	positive_coexpression	0.99043524	0.99043524	positive	1001	171	409.77096096	transcription factor bHLH13-like isoform X2	glucose and ribitol dehydrogenase-like
792	Lchi15176	Lchi16615	positive_coexpression	0.98468524	0.98468524	positive	1001	173	409.76750781	transcription factor EGL1-like isoform X1	germin-like protein 5-1
793	Lchi22877	Lchi02670	positive_coexpression	0.98571742	0.98571742	positive	1041	166	409.76215054	transcription factor AS1	peroxisomal (S)-2-hydroxyacid oxidase GLO4-like isoform X1
794	Lchi02202	Lchi18724	positive_coexpression	0.98157495	0.98157495	positive	979	178	409.75552073	bZIP transcription factor TRAB1-like isoform X1	protein DETOXIFICATION 33-like
795	Lchi06007	Lchi28705	positive_coexpression	0.96930659	0.96930659	positive	1027	174	409.75193327	homeobox-leucine zipper protein HAT2-like	oleosin S1-2
796	Lchi08487	Lchi02104	positive_coexpression	0.97773373	0.97773373	positive	1021	172	409.72993263	WUSCHEL-related homeobox 9	bidirectional sugar transporter SWEET1
797	Lchi07566	Lchi07536	positive_coexpression	0.98016971	0.98016971	positive	1059	165	409.72383555	LOB domain-containing protein 25-like isoform X3	protein NSP-INTERACTING KINASE 3
798	Lchi02551	Lchi17615	positive_coexpression	0.95725811	0.95725811	positive	1035	177	409.71877211	transcription factor bHLH62-like isoform X1	zinc finger CCCH domain-containing protein 53-like isoform X2
799	Lchi18250	Lchi16999	positive_coexpression	0.96897137	0.96897137	positive	1077	166	409.70648755	transcription factor bHLH93	probable polygalacturonase
800	Lchi02953	Lchi01501	negative_coexpression	-0.98102373	0.98102373	negative	1070	163	409.69928281	homeobox-leucine zipper protein ATHB-13-like isoform X1	proteasome subunit beta type-7-B
801	Lchi24981	Lchi05599	positive_coexpression	0.98347634	0.98347634	positive	986	176	409.69315474	protein TIFY 6B isoform X2	protein kinase PINOID 2
802	Lchi23901	Lchi01643	positive_coexpression	0.96269673	0.96269673	positive	1111	163	409.67581685	B-box zinc finger protein 20-like	two-component response regulator ORR1-like
803	Lchi23901	Lchi17924	positive_coexpression	0.96264791	0.96264791	positive	1111	163	409.65504149	B-box zinc finger protein 20-like	beta-carotene hydroxylase 2, chloroplastic-like
804	Lchi02198	Lchi28705	positive_coexpression	0.96571833	0.96571833	positive	1034	174	409.62397552	transcription factor HEC1-like	oleosin S1-2
805	Lchi08779	Lchi02750	positive_coexpression	0.96167505	0.96167505	positive	1025	177	409.61600220	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	LRR receptor-like serine/threonine-protein kinase ERECTA
806	Lchi07566	Lchi04815	positive_coexpression	0.97989982	0.97989982	positive	1059	165	409.61101798	LOB domain-containing protein 25-like isoform X3	protein UNUSUAL FLORAL ORGANS-like
807	Lchi02953	Lchi11229	positive_coexpression	0.97781205	0.97781205	positive	1070	164	409.60872399	homeobox-leucine zipper protein ATHB-13-like isoform X1	24-methylenesterol C-methyltransferase 2-like
808	Lchi00158	Lchi17921	positive_coexpression	0.97323334	0.97323334	positive	1018	174	409.60522812	transcription factor bHLH147	probable polygalacturonase
809	Lchi15176	Lchi28705	positive_coexpression	0.98144960	0.98144960	positive	1001	174	409.59973334	transcription factor EGL1-like isoform X1	oleosin S1-2
810	Lchi08487	Lchi09003	negative_coexpression	-0.96624148	0.96624148	negative	1021	176	409.59522252	WUSCHEL-related homeobox 9	allene oxide synthase 1, chloroplastic-like
811	Lchi09693	Lchi13511	positive_coexpression	0.97741175	0.97741175	positive	1033	170	409.59267102	homeobox-leucine zipper protein ATHB-6-like	auxin-induced protein 22B-like
812	Lchi07566	Lchi29887	positive_coexpression	0.99500459	0.99500459	positive	1059	160	409.57463750	LOB domain-containing protein 25-like isoform X3	geraniol 8-hydroxylase-like
813	Lchi06007	Lchi16615	positive_coexpression	0.97167706	0.97167706	positive	1027	173	409.57196628	homeobox-leucine zipper protein HAT2-like	germin-like protein 5-1
814	Lchi18004	Lchi02750	positive_coexpression	0.97300124	0.97300124	positive	1001	177	409.55955802	transcription factor bHLH13-like isoform X2	LRR receptor-like serine/threonine-protein kinase ERECTA
815	Lchi13937	Lchi17317	negative_coexpression	-0.98162758	0.98162758	negative	1030	169	409.55168453	B3 domain-containing protein Os03g0212300-like	probable protein phosphatase 2C 52 isoform X1
816	Lchi11320	Lchi14169	positive_coexpression	0.98622054	0.98622054	positive	991	174	409.52978627	transcription factor bHLH63-like	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
817	Lchi25021	Lchi05599	positive_coexpression	0.98109376	0.98109376	positive	990	176	409.52879613	heat stress transcription factor A-2b-like	protein kinase PINOID 2
818	Lchi13937	Lchi01385	negative_coexpression	-0.98153156	0.98153156	negative	1030	169	409.51162336	B3 domain-containing protein Os03g0212300-like	abscisic acid receptor PYR1-like
