Orthogroup	C_lanceolata_gene	P_abies_gene	C_lanceolata_orthofinder_id	P_abies_orthofinder_id
OG0003548	CULA02G08320	MA_17704g0010	Cula__CULA02G08320	Pa__MA_17704g0010
OG0003549	CULA11G33220	MA_36178g0010	Cula__CULA11G33220	Pa__MA_36178g0010
OG0003550	CULA02G18970	MA_84103g0010	Cula__CULA02G18970	Pa__MA_84103g0010
OG0003557	CULA05G39360	MA_6141133g0010	Cula__CULA05G39360	Pa__MA_6141133g0010
OG0003562	CULA05G53620	MA_4735g0010	Cula__CULA05G53620	Pa__MA_4735g0010
OG0003569	CULA09G41400	MA_10437136g0010	Cula__CULA09G41400	Pa__MA_10437136g0010
OG0003570	CULA11G08020	MA_802024g0010	Cula__CULA11G08020	Pa__MA_802024g0010
OG0003591	CULA04G46140	MA_13648g0010	Cula__CULA04G46140	Pa__MA_13648g0010
OG0003594	CULA08G47370	MA_10430964g0010	Cula__CULA08G47370	Pa__MA_10430964g0010
OG0003599	CULA09G29340	MA_39658g0010	Cula__CULA09G29340	Pa__MA_39658g0010
OG0003600	CULA01G29840	MA_72126g0010	Cula__CULA01G29840	Pa__MA_72126g0010
OG0003604	CULA08G18030	MA_39984g0010	Cula__CULA08G18030	Pa__MA_39984g0010
OG0003607	CULA07G20000	MA_102436g0010	Cula__CULA07G20000	Pa__MA_102436g0010
OG0003614	CULA11G07820	MA_10428590g0010	Cula__CULA11G07820	Pa__MA_10428590g0010
OG0003616	CULA02G01100	MA_136021g0010	Cula__CULA02G01100	Pa__MA_136021g0010
OG0003625	CULA04G03680	MA_10433905g0010	Cula__CULA04G03680	Pa__MA_10433905g0010
OG0003627	CULA06G27300	MA_9271584g0010	Cula__CULA06G27300	Pa__MA_9271584g0010
OG0003629	CULA11G32910	MA_10435526g0010	Cula__CULA11G32910	Pa__MA_10435526g0010
OG0003642	CULA07G07950	MA_10434593g0010	Cula__CULA07G07950	Pa__MA_10434593g0010
OG0003643	CULA01G46460	MA_10431096g0010	Cula__CULA01G46460	Pa__MA_10431096g0010
OG0003644	CULA03G38860	MA_588g0010	Cula__CULA03G38860	Pa__MA_588g0010
OG0003649	CULA02G23490	MA_175611g0010	Cula__CULA02G23490	Pa__MA_175611g0010
OG0003659	CULA08G32910	MA_10597g0010	Cula__CULA08G32910	Pa__MA_10597g0010
OG0003670	CULA01G00160	MA_13281g0010	Cula__CULA01G00160	Pa__MA_13281g0010
OG0003682	CULA07G34050	MA_85577g0010	Cula__CULA07G34050	Pa__MA_85577g0010
OG0003685	CULA11G11850	MA_111087g0010	Cula__CULA11G11850	Pa__MA_111087g0010
OG0003688	CULA01G34830	MA_102917g0010	Cula__CULA01G34830	Pa__MA_102917g0010
OG0003689	CULA01G16770	MA_10430318g0010	Cula__CULA01G16770	Pa__MA_10430318g0010
OG0003693	CULA05G05010	MA_10434388g0010	Cula__CULA05G05010	Pa__MA_10434388g0010
OG0003696	CULA07G52510	MA_10437264g0010	Cula__CULA07G52510	Pa__MA_10437264g0010
OG0003698	CULA07G34830	MA_4218g0010	Cula__CULA07G34830	Pa__MA_4218g0010
OG0003699	CULA08G26300	MA_101764g0010	Cula__CULA08G26300	Pa__MA_101764g0010
OG0003701	CULA03G52240	MA_10436464g0010	Cula__CULA03G52240	Pa__MA_10436464g0010
OG0003705	CULA06G46710	MA_105791g0010	Cula__CULA06G46710	Pa__MA_105791g0010
OG0003709	CULA10G03940	MA_10204826g0010	Cula__CULA10G03940	Pa__MA_10204826g0010
OG0003712	CULA06G38280	MA_91138g0020	Cula__CULA06G38280	Pa__MA_91138g0020
OG0003713	CULA08G00310	MA_15398g0010	Cula__CULA08G00310	Pa__MA_15398g0010
OG0003715	CULA02G33700	MA_12518g0010	Cula__CULA02G33700	Pa__MA_12518g0010
OG0003716	CULA02G31290	MA_10433513g0010	Cula__CULA02G31290	Pa__MA_10433513g0010
OG0003717	CULA09G38110	MA_10437120g0010	Cula__CULA09G38110	Pa__MA_10437120g0010
OG0003718	CULA11G08390	MA_10433297g0010	Cula__CULA11G08390	Pa__MA_10433297g0010
OG0003721	CULA09G07140	MA_10267018g0010	Cula__CULA09G07140	Pa__MA_10267018g0010
OG0003729	CULA01G03880	MA_107522g0010	Cula__CULA01G03880	Pa__MA_107522g0010
OG0003734	CULA03G41580	MA_138328g0010	Cula__CULA03G41580	Pa__MA_138328g0010
OG0003738	CULA01G85820	MA_335640g0010	Cula__CULA01G85820	Pa__MA_335640g0010
OG0003739	CULA06G36190	MA_127071g0010	Cula__CULA06G36190	Pa__MA_127071g0010
OG0003745	CULA03G56980	MA_885666g0010	Cula__CULA03G56980	Pa__MA_885666g0010
OG0003753	CULA09G07670	MA_10429836g0020	Cula__CULA09G07670	Pa__MA_10429836g0020
OG0003759	CULA02G35200	MA_10426227g0010	Cula__CULA02G35200	Pa__MA_10426227g0010
OG0003760	CULA05G43940	MA_10435137g0010	Cula__CULA05G43940	Pa__MA_10435137g0010
OG0003762	CULA10G33010	MA_8356859g0010	Cula__CULA10G33010	Pa__MA_8356859g0010
OG0003765	CULA03G29330	MA_67616g0010	Cula__CULA03G29330	Pa__MA_67616g0010
OG0003767	CULA01G15820	MA_762004g0010	Cula__CULA01G15820	Pa__MA_762004g0010
OG0003768	CULA03G03380	MA_3262g0010	Cula__CULA03G03380	Pa__MA_3262g0010
OG0003774	CULA02G08630	MA_723417g0010	Cula__CULA02G08630	Pa__MA_723417g0010
OG0003780	CULA09G25880	MA_10427190g0010	Cula__CULA09G25880	Pa__MA_10427190g0010
OG0003787	CULASca13620.1	MA_10426401g0010	Cula__CULASca13620.1	Pa__MA_10426401g0010
OG0003799	CULA03G13270	MA_817606g0010	Cula__CULA03G13270	Pa__MA_817606g0010
OG0003804	CULA07G08700	MA_211932g0010	Cula__CULA07G08700	Pa__MA_211932g0010
OG0003805	CULA03G24510	MA_8687g0010	Cula__CULA03G24510	Pa__MA_8687g0010
OG0003808	CULA08G11410	MA_693177g0010	Cula__CULA08G11410	Pa__MA_693177g0010
OG0003813	CULA03G11840	MA_479847g0010	Cula__CULA03G11840	Pa__MA_479847g0010
OG0003818	CULA06G49720	MA_10433177g0020	Cula__CULA06G49720	Pa__MA_10433177g0020
OG0003819	CULA02G08870	MA_10436232g0010	Cula__CULA02G08870	Pa__MA_10436232g0010
OG0003821	CULA05G28710	MA_9220399g0010	Cula__CULA05G28710	Pa__MA_9220399g0010
OG0003833	CULA06G15980	MA_89226g0010	Cula__CULA06G15980	Pa__MA_89226g0010
OG0003834	CULA11G23410	MA_97822g0010	Cula__CULA11G23410	Pa__MA_97822g0010
OG0003848	CULA09G04300	MA_9107031g0010	Cula__CULA09G04300	Pa__MA_9107031g0010
OG0003851	CULA07G48860	MA_10166825g0010	Cula__CULA07G48860	Pa__MA_10166825g0010
OG0003875	CULA09G22330	MA_10436476g0010	Cula__CULA09G22330	Pa__MA_10436476g0010
OG0003920	CULA10G24720	MA_10432047g0010	Cula__CULA10G24720	Pa__MA_10432047g0010
OG0003930	CULA04G64590	MA_10434967g0010	Cula__CULA04G64590	Pa__MA_10434967g0010
OG0003949	CULA01G74750	MA_449g0010	Cula__CULA01G74750	Pa__MA_449g0010
OG0003964	CULA03G36390	MA_10428975g0010	Cula__CULA03G36390	Pa__MA_10428975g0010
OG0003967	CULA09G22040	MA_10433660g0010	Cula__CULA09G22040	Pa__MA_10433660g0010
OG0003971	CULA04G60620	MA_10431300g0020	Cula__CULA04G60620	Pa__MA_10431300g0020
OG0003974	CULA06G00800	MA_88982g0010	Cula__CULA06G00800	Pa__MA_88982g0010
OG0003976	CULA09G36310	MA_18241g0010	Cula__CULA09G36310	Pa__MA_18241g0010
OG0003981	CULA02G61920	MA_94228g0010	Cula__CULA02G61920	Pa__MA_94228g0010
OG0003983	CULA03G70020	MA_9928402g0010	Cula__CULA03G70020	Pa__MA_9928402g0010
OG0003989	CULA08G46840	MA_115536g0010	Cula__CULA08G46840	Pa__MA_115536g0010
OG0003992	CULA07G09110	MA_10434013g0010	Cula__CULA07G09110	Pa__MA_10434013g0010
OG0003997	CULA07G22470	MA_116552g0010	Cula__CULA07G22470	Pa__MA_116552g0010
OG0003998	CULA05G55360	MA_10919g0010	Cula__CULA05G55360	Pa__MA_10919g0010
OG0004001	CULA07G54020	MA_430525g0010	Cula__CULA07G54020	Pa__MA_430525g0010
OG0004003	CULA07G00280	MA_10436589g0010	Cula__CULA07G00280	Pa__MA_10436589g0010
OG0004008	CULA11G18890	MA_954206g0010	Cula__CULA11G18890	Pa__MA_954206g0010
OG0004009	CULA03G17980	MA_7658g0020	Cula__CULA03G17980	Pa__MA_7658g0020
OG0004012	CULA02G17320	MA_9404139g0010	Cula__CULA02G17320	Pa__MA_9404139g0010
OG0004014	CULA07G09690	MA_10427502g0010	Cula__CULA07G09690	Pa__MA_10427502g0010
OG0004022	CULA05G05030	MA_24880g0010	Cula__CULA05G05030	Pa__MA_24880g0010
OG0004023	CULA08G41090	MA_63212g0020	Cula__CULA08G41090	Pa__MA_63212g0020
OG0004024	CULA06G30230	MA_11716g0010	Cula__CULA06G30230	Pa__MA_11716g0010
OG0004034	CULA03G68930	MA_171757g0010	Cula__CULA03G68930	Pa__MA_171757g0010
OG0004035	CULA09G20480	MA_10436521g0010	Cula__CULA09G20480	Pa__MA_10436521g0010
OG0004036	CULA01G72540	MA_10428353g0020	Cula__CULA01G72540	Pa__MA_10428353g0020
OG0004037	CULA11G31190	MA_12714g0010	Cula__CULA11G31190	Pa__MA_12714g0010
OG0004039	CULA03G76870	MA_581786g0010	Cula__CULA03G76870	Pa__MA_581786g0010
OG0004045	CULA01G59710	MA_274000g0010	Cula__CULA01G59710	Pa__MA_274000g0010
OG0004052	CULA09G45690	MA_139086g0010	Cula__CULA09G45690	Pa__MA_139086g0010
OG0004054	CULA11G27260	MA_10432680g0020	Cula__CULA11G27260	Pa__MA_10432680g0020
OG0004057	CULA03G79300	MA_10845g0010	Cula__CULA03G79300	Pa__MA_10845g0010
OG0004062	CULA02G61580	MA_10434618g0010	Cula__CULA02G61580	Pa__MA_10434618g0010
OG0004066	CULA09G25290	MA_175884g0010	Cula__CULA09G25290	Pa__MA_175884g0010
OG0004068	CULA07G10710	MA_6996g0010	Cula__CULA07G10710	Pa__MA_6996g0010
OG0004071	CULA01G31990	MA_10435887g0040	Cula__CULA01G31990	Pa__MA_10435887g0040
OG0004075	CULA07G03390	MA_18274g0010	Cula__CULA07G03390	Pa__MA_18274g0010
OG0004076	CULA05G07550	MA_9991417g0010	Cula__CULA05G07550	Pa__MA_9991417g0010
OG0004086	CULA11G26440	MA_10436551g0010	Cula__CULA11G26440	Pa__MA_10436551g0010
OG0004111	CULA05G04690	MA_27009g0010	Cula__CULA05G04690	Pa__MA_27009g0010
OG0004113	CULA07G34180	MA_18131g0010	Cula__CULA07G34180	Pa__MA_18131g0010
OG0004114	CULA10G18230	MA_10430718g0010	Cula__CULA10G18230	Pa__MA_10430718g0010
OG0004115	CULA08G06420	MA_8837420g0010	Cula__CULA08G06420	Pa__MA_8837420g0010
OG0004116	CULA04G49330	MA_9324983g0010	Cula__CULA04G49330	Pa__MA_9324983g0010
OG0004119	CULA06G06760	MA_329767g0010	Cula__CULA06G06760	Pa__MA_329767g0010
OG0004128	CULA05G55080	MA_10428223g0010	Cula__CULA05G55080	Pa__MA_10428223g0010
OG0004142	CULA10G24810	MA_10429460g0010	Cula__CULA10G24810	Pa__MA_10429460g0010
OG0004145	CULA04G39870	MA_10435344g0010	Cula__CULA04G39870	Pa__MA_10435344g0010
OG0004157	CULA11G33930	MA_10427524g0010	Cula__CULA11G33930	Pa__MA_10427524g0010
OG0004163	CULA02G10190	MA_10437212g0010	Cula__CULA02G10190	Pa__MA_10437212g0010
OG0004171	CULA07G34860	MA_7814449g0010	Cula__CULA07G34860	Pa__MA_7814449g0010
OG0004180	CULA07G27280	MA_7300864g0010	Cula__CULA07G27280	Pa__MA_7300864g0010
OG0004182	CULA01G04850	MA_10432646g0010	Cula__CULA01G04850	Pa__MA_10432646g0010
OG0004184	CULA02G16190	MA_10427752g0010	Cula__CULA02G16190	Pa__MA_10427752g0010
OG0004188	CULA08G27560	MA_10435238g0010	Cula__CULA08G27560	Pa__MA_10435238g0010
OG0004196	CULA01G48000	MA_132005g0010	Cula__CULA01G48000	Pa__MA_132005g0010
OG0004198	CULA08G06520	MA_10278871g0010	Cula__CULA08G06520	Pa__MA_10278871g0010
OG0004201	CULA11G19460	MA_39935g0010	Cula__CULA11G19460	Pa__MA_39935g0010
OG0004206	CULA06G26680	MA_48286g0010	Cula__CULA06G26680	Pa__MA_48286g0010
OG0004209	CULA08G10020	MA_47919g0010	Cula__CULA08G10020	Pa__MA_47919g0010
OG0004223	CULA01G03040	MA_349993g0010	Cula__CULA01G03040	Pa__MA_349993g0010
OG0004224	CULA06G07180	MA_10428008g0010	Cula__CULA06G07180	Pa__MA_10428008g0010
OG0004225	CULA11G30720	MA_20588g0010	Cula__CULA11G30720	Pa__MA_20588g0010
OG0004226	CULA06G31910	MA_10433225g0010	Cula__CULA06G31910	Pa__MA_10433225g0010
OG0004227	CULA06G33980	MA_10432217g0030	Cula__CULA06G33980	Pa__MA_10432217g0030
OG0004253	CULA01G36530	MA_27152g0010	Cula__CULA01G36530	Pa__MA_27152g0010
OG0004266	CULA09G00070	MA_10437271g0010	Cula__CULA09G00070	Pa__MA_10437271g0010
OG0004268	CULA07G51880	MA_18061g0010	Cula__CULA07G51880	Pa__MA_18061g0010
OG0004276	CULA03G74920	MA_953274g0010	Cula__CULA03G74920	Pa__MA_953274g0010
OG0004285	CULA08G31030	MA_102091g0010	Cula__CULA08G31030	Pa__MA_102091g0010
OG0004287	CULA06G26270	MA_102427g0010	Cula__CULA06G26270	Pa__MA_102427g0010
OG0004289	CULA06G42960	MA_10435542g0010	Cula__CULA06G42960	Pa__MA_10435542g0010
OG0004290	CULA04G15960	MA_183273g0010	Cula__CULA04G15960	Pa__MA_183273g0010
OG0004291	CULA06G40290	MA_10435144g0010	Cula__CULA06G40290	Pa__MA_10435144g0010
OG0004292	CULA09G19170	MA_947452g0010	Cula__CULA09G19170	Pa__MA_947452g0010
OG0004307	CULA08G39260	MA_10433809g0010	Cula__CULA08G39260	Pa__MA_10433809g0010
OG0004312	CULA01G66900	MA_10430053g0010	Cula__CULA01G66900	Pa__MA_10430053g0010
OG0004316	CULA05G29760	MA_183913g0010	Cula__CULA05G29760	Pa__MA_183913g0010
OG0004334	CULA06G39230	MA_10433894g0010	Cula__CULA06G39230	Pa__MA_10433894g0010
OG0004337	CULA03G23420	MA_865g0010	Cula__CULA03G23420	Pa__MA_865g0010
OG0004344	CULA10G31800	MA_10432729g0010	Cula__CULA10G31800	Pa__MA_10432729g0010
OG0004348	CULA06G26670	MA_82814g0010	Cula__CULA06G26670	Pa__MA_82814g0010
OG0004352	CULA01G60860	MA_2921g0010	Cula__CULA01G60860	Pa__MA_2921g0010
OG0004359	CULA03G03650	MA_94051g0010	Cula__CULA03G03650	Pa__MA_94051g0010
OG0004363	CULA06G36060	MA_10429955g0010	Cula__CULA06G36060	Pa__MA_10429955g0010
OG0004396	CULA07G02270	MA_523419g0010	Cula__CULA07G02270	Pa__MA_523419g0010
OG0004421	CULA11G22650	MA_100977g0010	Cula__CULA11G22650	Pa__MA_100977g0010
OG0004433	CULA09G16110	MA_724g0010	Cula__CULA09G16110	Pa__MA_724g0010
OG0004437	CULA06G15200	MA_76149g0010	Cula__CULA06G15200	Pa__MA_76149g0010
OG0004440	CULA11G22580	MA_338119g0010	Cula__CULA11G22580	Pa__MA_338119g0010
OG0004442	CULA08G04310	MA_5353g0010	Cula__CULA08G04310	Pa__MA_5353g0010
OG0004460	CULA10G45900	MA_14887g0010	Cula__CULA10G45900	Pa__MA_14887g0010
OG0004464	CULA07G17070	MA_103421g0030	Cula__CULA07G17070	Pa__MA_103421g0030
OG0004470	CULA03G79360	MA_904076g0010	Cula__CULA03G79360	Pa__MA_904076g0010
OG0004471	CULA01G83730	MA_10432603g0010	Cula__CULA01G83730	Pa__MA_10432603g0010
OG0004477	CULA07G14970	MA_1654g0020	Cula__CULA07G14970	Pa__MA_1654g0020
OG0004479	CULA11G19100	MA_10437205g0010	Cula__CULA11G19100	Pa__MA_10437205g0010
OG0004488	CULA07G18790	MA_6447g0010	Cula__CULA07G18790	Pa__MA_6447g0010
OG0004491	CULA10G40850	MA_10437127g0010	Cula__CULA10G40850	Pa__MA_10437127g0010
OG0004493	CULA01G04570	MA_9566834g0010	Cula__CULA01G04570	Pa__MA_9566834g0010
OG0004496	CULA10G18740	MA_10430069g0010	Cula__CULA10G18740	Pa__MA_10430069g0010
OG0004497	CULA10G00960	MA_3688g0010	Cula__CULA10G00960	Pa__MA_3688g0010
OG0004503	CULA04G39350	MA_90472g0010	Cula__CULA04G39350	Pa__MA_90472g0010
OG0004514	CULA03G23530	MA_10437148g0010	Cula__CULA03G23530	Pa__MA_10437148g0010
OG0004520	CULA11G18430	MA_637485g0010	Cula__CULA11G18430	Pa__MA_637485g0010
OG0004522	CULA08G31540	MA_74847g0010	Cula__CULA08G31540	Pa__MA_74847g0010
OG0004531	CULA08G32840	MA_856g0010	Cula__CULA08G32840	Pa__MA_856g0010
OG0004537	CULA05G47020	MA_53351g0010	Cula__CULA05G47020	Pa__MA_53351g0010
OG0004546	CULA05G41400	MA_48816g0010	Cula__CULA05G41400	Pa__MA_48816g0010
OG0004550	CULA03G19960	MA_53545g0010	Cula__CULA03G19960	Pa__MA_53545g0010
OG0004559	CULA04G39210	MA_42843g0010	Cula__CULA04G39210	Pa__MA_42843g0010
OG0004563	CULA08G24130	MA_1165309g0010	Cula__CULA08G24130	Pa__MA_1165309g0010
OG0004583	CULA07G32790	MA_177334g0010	Cula__CULA07G32790	Pa__MA_177334g0010
OG0004584	CULA11G29570	MA_41212g0010	Cula__CULA11G29570	Pa__MA_41212g0010
OG0004589	CULA11G09060	MA_121578g0010	Cula__CULA11G09060	Pa__MA_121578g0010
OG0004590	CULA01G78370	MA_10435498g0010	Cula__CULA01G78370	Pa__MA_10435498g0010
OG0004593	CULA07G53850	MA_41368g0010	Cula__CULA07G53850	Pa__MA_41368g0010
OG0004597	CULA01G87520	MA_10430817g0020	Cula__CULA01G87520	Pa__MA_10430817g0020
OG0004599	CULA04G38590	MA_395590g0010	Cula__CULA04G38590	Pa__MA_395590g0010
OG0004601	CULA10G45980	MA_98243g0010	Cula__CULA10G45980	Pa__MA_98243g0010
OG0004607	CULA08G11270	MA_2800g0010	Cula__CULA08G11270	Pa__MA_2800g0010
OG0004621	CULA08G31670	MA_159064g0010	Cula__CULA08G31670	Pa__MA_159064g0010
OG0004627	CULA04G38290	MA_893724g0010	Cula__CULA04G38290	Pa__MA_893724g0010
OG0004631	CULA10G15280	MA_10376188g0010	Cula__CULA10G15280	Pa__MA_10376188g0010
OG0004637	CULA01G41700	MA_10436787g0010	Cula__CULA01G41700	Pa__MA_10436787g0010
OG0004646	CULA03G48890	MA_10435448g0010	Cula__CULA03G48890	Pa__MA_10435448g0010
OG0004647	CULA09G40360	MA_10430555g0010	Cula__CULA09G40360	Pa__MA_10430555g0010
OG0004648	CULA08G22090	MA_10435089g0010	Cula__CULA08G22090	Pa__MA_10435089g0010
OG0004650	CULA05G34930	MA_10435367g0010	Cula__CULA05G34930	Pa__MA_10435367g0010
OG0004651	CULA05G36230	MA_123267g0010	Cula__CULA05G36230	Pa__MA_123267g0010
OG0004661	CULA01G54150	MA_50023g0010	Cula__CULA01G54150	Pa__MA_50023g0010
OG0004665	CULA07G33050	MA_132273g0020	Cula__CULA07G33050	Pa__MA_132273g0020
OG0004666	CULA05G30440	MA_212523g0010	Cula__CULA05G30440	Pa__MA_212523g0010
OG0004674	CULA09G17860	MA_959504g0010	Cula__CULA09G17860	Pa__MA_959504g0010
OG0004675	CULA10G46510	MA_8588927g0010	Cula__CULA10G46510	Pa__MA_8588927g0010
OG0004690	CULA11G28730	MA_261655g0010	Cula__CULA11G28730	Pa__MA_261655g0010
OG0004691	CULA11G15260	MA_10432727g0010	Cula__CULA11G15260	Pa__MA_10432727g0010
OG0004694	CULA02G51150	MA_24522g0020	Cula__CULA02G51150	Pa__MA_24522g0020
OG0004696	CULA04G18180	MA_50261g0010	Cula__CULA04G18180	Pa__MA_50261g0010
OG0004703	CULA09G22260	MA_10427915g0010	Cula__CULA09G22260	Pa__MA_10427915g0010
OG0004707	CULA11G02350	MA_4586g0010	Cula__CULA11G02350	Pa__MA_4586g0010
OG0004708	CULA02G46120	MA_210947g0010	Cula__CULA02G46120	Pa__MA_210947g0010
OG0004709	CULA03G33330	MA_10433849g0020	Cula__CULA03G33330	Pa__MA_10433849g0020
OG0004712	CULA10G42340	MA_10436424g0010	Cula__CULA10G42340	Pa__MA_10436424g0010
OG0004716	CULA05G37260	MA_106890g0010	Cula__CULA05G37260	Pa__MA_106890g0010
OG0004730	CULA10G20160	MA_10435407g0010	Cula__CULA10G20160	Pa__MA_10435407g0010
OG0004734	CULA07G38160	MA_699180g0010	Cula__CULA07G38160	Pa__MA_699180g0010
OG0004735	CULA11G08240	MA_139501g0010	Cula__CULA11G08240	Pa__MA_139501g0010
OG0004736	CULA01G49320	MA_76402g0010	Cula__CULA01G49320	Pa__MA_76402g0010
OG0004741	CULA05G29830	MA_47879g0010	Cula__CULA05G29830	Pa__MA_47879g0010
OG0004742	CULA01G17240	MA_97148g0010	Cula__CULA01G17240	Pa__MA_97148g0010
OG0004743	CULA03G12860	MA_134293g0010	Cula__CULA03G12860	Pa__MA_134293g0010
OG0004750	CULA09G28150	MA_178792g0010	Cula__CULA09G28150	Pa__MA_178792g0010
OG0004765	CULA06G37830	MA_5630845g0010	Cula__CULA06G37830	Pa__MA_5630845g0010
OG0004767	CULA01G69880	MA_10427468g0010	Cula__CULA01G69880	Pa__MA_10427468g0010
OG0004782	CULA07G48350	MA_55906g0010	Cula__CULA07G48350	Pa__MA_55906g0010
OG0004784	CULA07G03320	MA_10432100g0020	Cula__CULA07G03320	Pa__MA_10432100g0020
OG0004787	CULA06G54200	MA_10430150g0010	Cula__CULA06G54200	Pa__MA_10430150g0010
OG0004796	CULA01G48280	MA_40805g0010	Cula__CULA01G48280	Pa__MA_40805g0010
OG0004798	CULA01G01940	MA_9503281g0010	Cula__CULA01G01940	Pa__MA_9503281g0010
OG0004799	CULA01G44990	MA_10435687g0010	Cula__CULA01G44990	Pa__MA_10435687g0010
OG0004801	CULA02G36810	MA_10433802g0010	Cula__CULA02G36810	Pa__MA_10433802g0010
OG0004803	CULA09G01110	MA_10426262g0010	Cula__CULA09G01110	Pa__MA_10426262g0010
OG0004807	CULA08G49340	MA_10427640g0010	Cula__CULA08G49340	Pa__MA_10427640g0010
OG0004809	CULA03G11820	MA_71728g0010	Cula__CULA03G11820	Pa__MA_71728g0010
OG0004810	CULA03G24650	MA_10433715g0010	Cula__CULA03G24650	Pa__MA_10433715g0010
OG0004812	CULA11G32100	MA_10432509g0010	Cula__CULA11G32100	Pa__MA_10432509g0010
OG0004816	CULA03G03700	MA_6968453g0010	Cula__CULA03G03700	Pa__MA_6968453g0010
OG0004817	CULA06G41120	MA_100662g0010	Cula__CULA06G41120	Pa__MA_100662g0010
OG0004827	CULA08G20250	MA_10427275g0010	Cula__CULA08G20250	Pa__MA_10427275g0010
OG0004828	CULA05G40340	MA_19782g0010	Cula__CULA05G40340	Pa__MA_19782g0010
OG0004830	CULA05G12320	MA_10118613g0010	Cula__CULA05G12320	Pa__MA_10118613g0010
OG0004835	CULA09G25920	MA_27456g0030	Cula__CULA09G25920	Pa__MA_27456g0030
OG0004840	CULA01G43900	MA_5571g0010	Cula__CULA01G43900	Pa__MA_5571g0010
OG0004842	CULA06G50090	MA_10426539g0010	Cula__CULA06G50090	Pa__MA_10426539g0010
OG0004847	CULA10G34880	MA_102166g0020	Cula__CULA10G34880	Pa__MA_102166g0020
OG0004851	CULA03G24361	MA_10436861g0010	Cula__CULA03G24361	Pa__MA_10436861g0010
OG0004854	CULA08G24760	MA_14467g0010	Cula__CULA08G24760	Pa__MA_14467g0010
OG0004862	CULA10G07580	MA_47348g0010	Cula__CULA10G07580	Pa__MA_47348g0010
OG0004863	CULA08G03990	MA_90403g0010	Cula__CULA08G03990	Pa__MA_90403g0010
OG0004864	CULA04G29190	MA_74612g0010	Cula__CULA04G29190	Pa__MA_74612g0010
OG0004873	CULA01G44380	MA_10427823g0010	Cula__CULA01G44380	Pa__MA_10427823g0010
OG0004878	CULA05G27390	MA_10428935g0010	Cula__CULA05G27390	Pa__MA_10428935g0010
OG0004888	CULA11G07080	MA_388279g0010	Cula__CULA11G07080	Pa__MA_388279g0010
OG0004890	CULA08G44780	MA_10218559g0010	Cula__CULA08G44780	Pa__MA_10218559g0010
OG0004897	CULA08G12140	MA_22713g0010	Cula__CULA08G12140	Pa__MA_22713g0010
OG0004898	CULA04G62190	MA_271027g0010	Cula__CULA04G62190	Pa__MA_271027g0010
OG0004899	CULA08G18560	MA_957334g0010	Cula__CULA08G18560	Pa__MA_957334g0010
OG0004907	CULA06G35890	MA_129980g0010	Cula__CULA06G35890	Pa__MA_129980g0010
OG0004911	CULA06G44650	MA_757445g0010	Cula__CULA06G44650	Pa__MA_757445g0010
OG0004913	CULA08G01690	MA_10437126g0010	Cula__CULA08G01690	Pa__MA_10437126g0010
OG0004916	CULA05G55240	MA_556549g0010	Cula__CULA05G55240	Pa__MA_556549g0010
OG0004920	CULA09G10760	MA_20538g0020	Cula__CULA09G10760	Pa__MA_20538g0020
OG0004922	CULA02G68330	MA_10432320g0010	Cula__CULA02G68330	Pa__MA_10432320g0010
OG0004927	CULA03G75940	MA_10429116g0010	Cula__CULA03G75940	Pa__MA_10429116g0010
OG0004931	CULA01G27570	MA_187402g0010	Cula__CULA01G27570	Pa__MA_187402g0010
OG0004935	CULA06G23040	MA_185497g0010	Cula__CULA06G23040	Pa__MA_185497g0010
OG0004949	CULA11G33760	MA_711738g0010	Cula__CULA11G33760	Pa__MA_711738g0010
OG0004954	CULA06G39510	MA_50946g0010	Cula__CULA06G39510	Pa__MA_50946g0010
OG0004955	CULA10G02070	MA_65007g0010	Cula__CULA10G02070	Pa__MA_65007g0010
OG0004956	CULA06G43950	MA_10433768g0010	Cula__CULA06G43950	Pa__MA_10433768g0010
OG0005049	CULA10G27870	MA_12364g0010	Cula__CULA10G27870	Pa__MA_12364g0010
OG0005059	CULA11G18260	MA_10430013g0020	Cula__CULA11G18260	Pa__MA_10430013g0020
OG0005064	CULA02G23430	MA_5767g0010	Cula__CULA02G23430	Pa__MA_5767g0010
OG0005074	CULA07G51120	MA_3590g0010	Cula__CULA07G51120	Pa__MA_3590g0010
OG0005077	CULA01G01440	MA_10434977g0010	Cula__CULA01G01440	Pa__MA_10434977g0010
OG0005091	CULA11G11030	MA_10425818g0010	Cula__CULA11G11030	Pa__MA_10425818g0010
OG0005097	CULA02G16770	MA_10427348g0010	Cula__CULA02G16770	Pa__MA_10427348g0010
OG0005100	CULA09G40820	MA_8266620g0010	Cula__CULA09G40820	Pa__MA_8266620g0010
OG0005101	CULA04G47880	MA_448849g0010	Cula__CULA04G47880	Pa__MA_448849g0010
OG0005106	CULA04G50090	MA_11461g0010	Cula__CULA04G50090	Pa__MA_11461g0010
OG0005111	CULA08G17530	MA_83624g0010	Cula__CULA08G17530	Pa__MA_83624g0010
OG0005131	CULA06G36820	MA_10182874g0010	Cula__CULA06G36820	Pa__MA_10182874g0010
OG0005139	CULA10G12240	MA_954050g0010	Cula__CULA10G12240	Pa__MA_954050g0010
OG0005143	CULA08G32890	MA_58851g0010	Cula__CULA08G32890	Pa__MA_58851g0010
